region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,651293 (475599 -- 921625),651293,670617,143881,475599,571714,619880,685718,749110,921625,New confirmed cases by infection date,Likely increasing
Illinois,64649 (43781 -- 101427),64649,67695,18937,43781,54852,60680,68556,76662,101427,New confirmed cases by infection date,Unsure
Iowa,63199 (30296 -- 162447),63199,76608,47812,30296,46647,55884,72293,92103,162447,New confirmed cases by infection date,Likely increasing
Texas,50661 (17158 -- 110654),50661,55529,31290,17158,34909,44703,56787,68850,110654,New confirmed cases by infection date,Unsure
Oklahoma,43533 (18003 -- 119699),43533,53085,36363,18003,29508,37549,50545,65957,119699,New confirmed cases by infection date,Likely increasing
Michigan,38662 (21326 -- 74672),38662,42323,17107,21326,30513,35450,42100,49793,74672,New confirmed cases by infection date,Likely increasing
Ohio,33510 (22245 -- 51987),33510,34961,9300,22245,28508,31701,35763,39784,51987,New confirmed cases by infection date,Likely increasing
Minnesota,33501 (16370 -- 61859),33501,35680,14689,16370,26075,30472,36906,42551,61859,New confirmed cases by infection date,Likely increasing
Wisconsin,30447 (15531 -- 54102),30447,32226,12763,15531,23529,27523,33704,38767,54102,New confirmed cases by infection date,Likely increasing
California,29056 (19731 -- 46605),29056,30561,8784,19731,24265,27161,31005,34993,46605,New confirmed cases by infection date,Unsure
Indiana,27939 (17749 -- 46302),27939,29413,9097,17749,23069,26052,30080,33997,46302,New confirmed cases by infection date,Unsure
Florida,27742 (18119 -- 46368),27742,29441,9220,18119,23002,25864,29893,34250,46368,New confirmed cases by infection date,Unsure
New York,25598 (16059 -- 48156),25598,28336,12140,16059,21090,23861,27832,32472,48156,New confirmed cases by infection date,Likely increasing
Georgia,23588 (9182 -- 53756),23588,26463,14597,9182,17127,21034,26509,32274,53756,New confirmed cases by infection date,Unsure
Colorado,22114 (12638 -- 41293),22114,24123,9792,12638,17607,20289,24422,28622,41293,New confirmed cases by infection date,Increasing
Pennsylvania,19766 (13058 -- 32595),19766,20971,6250,13058,16733,18594,21290,23903,32595,New confirmed cases by infection date,Increasing
Missouri,19268 (10723 -- 41670),19268,21766,10725,10723,14935,17420,21061,25575,41670,New confirmed cases by infection date,Likely increasing
Utah,16927 (10026 -- 29760),16927,18080,6490,10026,13733,15576,18367,21289,29760,New confirmed cases by infection date,Likely increasing
Tennessee,15822 (9612 -- 30992),15822,17639,8588,9612,12640,14441,17338,20191,30992,New confirmed cases by infection date,Likely increasing
New Jersey,11601 (7876 -- 17589),11601,12031,3111,7876,9836,10849,12371,13703,17589,New confirmed cases by infection date,Increasing
Washington,10177 (5551 -- 21461),10177,11531,5678,5551,7852,9252,11327,13715,21461,New confirmed cases by infection date,Likely increasing
Nebraska,10083 (6254 -- 19601),10083,11176,4585,6254,8203,9312,10970,12908,19601,New confirmed cases by infection date,Increasing
North Carolina,9884 (5981 -- 17305),9884,10548,3724,5981,8015,9158,10730,12240,17305,New confirmed cases by infection date,Unsure
Kentucky,9454 (5914 -- 16396),9454,10090,3532,5914,7731,8754,10116,11616,16396,New confirmed cases by infection date,Likely increasing
