region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,829899 (546806 -- 1227220),829899,848497,210559,546806,707319,781739,875659,964821,1227220,New confirmed cases by infection date,Likely increasing
California,214943 (145385 -- 345674),214943,227022,65177,145385,183322,201363,229469,257906,345674,New confirmed cases by infection date,Likely increasing
Pennsylvania,55663 (35609 -- 92500),55663,58589,18374,35609,46014,51949,59414,66736,92500,New confirmed cases by infection date,Increasing
Ohio,52257 (33007 -- 87816),52257,55189,18238,33007,43073,48159,56218,63808,87816,New confirmed cases by infection date,Likely increasing
Texas,47402 (26358 -- 78264),47402,49455,17320,26358,38511,44022,51089,57797,78264,New confirmed cases by infection date,Unsure
New York,45398 (25116 -- 77589),45398,47480,16720,25116,35942,41747,49075,56508,77589,New confirmed cases by infection date,Likely increasing
Florida,43241 (26531 -- 65994),43241,44642,12431,26531,35910,40327,46424,52067,65994,New confirmed cases by infection date,Likely increasing
Tennessee,38007 (24193 -- 70652),38007,41080,15824,24193,30784,34972,40403,46518,70652,New confirmed cases by infection date,Increasing
Arizona,33071 (21248 -- 52707),33071,34623,10099,21248,27819,31147,35179,39617,52707,New confirmed cases by infection date,Increasing
Georgia,32828 (17994 -- 83981),32828,39782,25079,17994,25479,29942,37150,45777,83981,New confirmed cases by infection date,Likely increasing
Massachusetts,30542 (19701 -- 52565),30542,32520,10445,19701,25306,28420,32613,37500,52565,New confirmed cases by infection date,Increasing
Illinois,29753 (15495 -- 55317),29753,31890,12696,15495,23014,27320,32592,38101,55317,New confirmed cases by infection date,Unsure
North Carolina,29240 (19150 -- 48773),29240,31039,9966,19150,24422,27357,31317,35303,48773,New confirmed cases by infection date,Increasing
Indiana,27133 (14951 -- 47561),27133,28703,10065,14951,21716,24947,29535,33994,47561,New confirmed cases by infection date,Unsure
New Jersey,20642 (12454 -- 35736),20642,21879,7533,12454,16638,19025,22410,25511,35736,New confirmed cases by infection date,Unsure
Virginia,19408 (12970 -- 30707),19408,20420,5716,12970,16535,18269,20664,23395,30707,New confirmed cases by infection date,Increasing
Connecticut,19068 (9465 -- 37110),19068,20734,9640,9465,14310,17154,20926,24952,37110,New confirmed cases by infection date,Likely increasing
Alabama,18368 (11622 -- 31589),18368,19614,6619,11622,15186,16969,19794,22668,31589,New confirmed cases by infection date,Increasing
Michigan,18329 (9098 -- 36563),18329,20008,8716,9098,14052,16628,20540,24079,36563,New confirmed cases by infection date,Unsure
South Carolina,14725 (9557 -- 24672),14725,15691,5033,9557,12208,13776,15814,18050,24672,New confirmed cases by infection date,Likely increasing
Washington,14675 (7399 -- 30544),14675,16340,8327,7399,11136,13308,16356,19315,30544,New confirmed cases by infection date,Unsure
Kansas,14442 (3868 -- 35888),14442,17117,21694,3868,9015,12387,16758,21357,35888,New confirmed cases by infection date,Likely increasing
Wisconsin,14222 (7761 -- 29008),14222,15854,7473,7761,11039,12891,15758,18692,29008,New confirmed cases by infection date,Unsure
Oklahoma,13503 (6929 -- 31148),13503,15577,8927,6929,10136,12156,15075,18182,31148,New confirmed cases by infection date,Unsure
Kentucky,13264 (8453 -- 21311),13264,13819,4007,8453,11049,12324,14171,15958,21311,New confirmed cases by infection date,Unsure
Maryland,13071 (8184 -- 21745),13071,13750,4366,8184,10678,12120,14092,15997,21745,New confirmed cases by infection date,Likely increasing
Missouri,12996 (5294 -- 29908),12996,14729,8348,5294,9189,11437,14672,18121,29908,New confirmed cases by infection date,Unsure
Nevada,12877 (7821 -- 20896),12877,13386,4193,7821,10418,11785,13911,15628,20896,New confirmed cases by infection date,Likely increasing
Louisiana,12622 (5203 -- 30435),12622,14827,12900,5203,8980,11204,14440,17700,30435,New confirmed cases by infection date,Unsure
Mississippi,10852 (6867 -- 17677),10852,11316,3428,6867,8922,10055,11599,13050,17677,New confirmed cases by infection date,Increasing
Colorado,9793 (5688 -- 15716),9793,10116,3214,5688,7967,8982,10527,11972,15716,New confirmed cases by infection date,Unsure
Utah,9161 (5533 -- 15892),9161,9781,3309,5533,7447,8476,9963,11434,15892,New confirmed cases by infection date,Unsure
Arkansas,8801 (6224 -- 13688),8801,9225,2411,6224,7588,8387,9313,10346,13688,New confirmed cases by infection date,Likely increasing
Rhode Island,8297 (4295 -- 14659),8297,8919,6107,4295,6502,7572,9132,10408,14659,New confirmed cases by infection date,Likely increasing
Minnesota,8117 (4373 -- 14984),8117,8747,3457,4373,6357,7342,8939,10545,14984,New confirmed cases by infection date,Unsure
New Mexico,7026 (3792 -- 14953),7026,7914,3955,3792,5379,6356,7846,9329,14953,New confirmed cases by infection date,Unsure
New Hampshire,5425 (2513 -- 12215),5425,6091,3288,2513,4039,4877,6057,7243,12215,New confirmed cases by infection date,Likely increasing
West Virginia,4885 (3010 -- 8314),4885,5191,1721,3010,4020,4539,5286,6054,8314,New confirmed cases by infection date,Likely increasing
Idaho,4822 (3112 -- 6992),4822,4918,1242,3112,4059,4535,5110,5679,6992,New confirmed cases by infection date,Unsure
Puerto Rico,4186 (2134 -- 8439),4186,4630,2281,2134,3197,3779,4593,5481,8439,New confirmed cases by infection date,Likely increasing
Delaware,4086 (2427 -- 6832),4086,4292,1435,2427,3307,3775,4428,5001,6832,New confirmed cases by infection date,Likely increasing
Iowa,4080 (1664 -- 9586),4080,4669,2599,1664,2923,3597,4635,5876,9586,New confirmed cases by infection date,Unsure
Oregon,3897 (2273 -- 6562),3897,4089,1336,2273,3150,3589,4226,4807,6562,New confirmed cases by infection date,Unsure
Nebraska,3652 (1782 -- 7251),3652,3988,1795,1782,2782,3276,4071,4820,7251,New confirmed cases by infection date,Unsure
Montana,2705 (1556 -- 4790),2705,2883,1116,1556,2151,2485,2917,3397,4790,New confirmed cases by infection date,Unsure
Alaska,2549 (1563 -- 4244),2549,2672,843,1563,2090,2365,2767,3077,4244,New confirmed cases by infection date,Unsure
Maine,2426 (1143 -- 5616),2426,2796,1563,1143,1758,2145,2742,3393,5616,New confirmed cases by infection date,Likely increasing
South Dakota,2135 (1282 -- 3664),2135,2250,785,1282,1737,1998,2271,2536,3664,New confirmed cases by infection date,Unsure
North Dakota,1813 (923 -- 4010),1813,2030,1032,923,1362,1625,1998,2384,4010,New confirmed cases by infection date,Unsure
District of Columbia,1328 (807 -- 2188),1328,1395,430,807,1119,1249,1415,1607,2188,New confirmed cases by infection date,Increasing
Wyoming,991 (482 -- 2089),991,1119,596,482,748,899,1106,1343,2089,New confirmed cases by infection date,Unsure
Vermont,514 (215 -- 1133),514,581,340,215,371,454,581,707,1133,New confirmed cases by infection date,Unsure
Hawaii,440 (273 -- 794),440,476,175,273,363,411,476,541,794,New confirmed cases by infection date,Unsure
Virgin Islands,155 (40 -- 822),155,350,1303,40,88,123,191,284,822,New confirmed cases by infection date,Unsure
Guam,15 (3 -- 62),15,24,83,3,8,12,18,27,62,New confirmed cases by infection date,Unsure
California,1.2 (1.1 -- 1.4),1.2,1.3,0.1,1.1,1.2,1.2,1.3,1.3,1.4,Effective reproduction no.,Likely increasing
