Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,18368 (11622 -- 31589),Increasing,1.1 (1 -- 1.2),0.025 (0.00011 -- 0.062),27 (11 -- 6400)
Alaska,2549 (1563 -- 4244),Unsure,0.96 (0.82 -- 1.1),-0.012 (-0.052 -- 0.016),-56 (43 -- -13)
Arizona,33071 (21248 -- 52707),Increasing,1.1 (1 -- 1.2),0.034 (0.0023 -- 0.054),20 (13 -- 300)
Arkansas,8801 (6224 -- 13688),Likely increasing,1 (0.95 -- 1.2),0.013 (-0.013 -- 0.044),54 (16 -- -54)
California,214943 (145385 -- 345674),Likely increasing,1.2 (1.1 -- 1.4),0.064 (0.031 -- 0.11),11 (6.1 -- 23)
Colorado,9793 (5688 -- 15716),Unsure,0.88 (0.67 -- 1),-0.033 (-0.095 -- 0.011),-21 (62 -- -7.3)
Connecticut,19068 (9465 -- 37110),Likely increasing,1.1 (0.93 -- 1.3),0.026 (-0.02 -- 0.07),27 (9.9 -- -35)
Delaware,4086 (2427 -- 6832),Likely increasing,1.1 (0.91 -- 1.2),0.021 (-0.026 -- 0.06),34 (12 -- -27)
District of Columbia,1328 (807 -- 2188),Increasing,1.1 (0.94 -- 1.2),0.024 (-0.017 -- 0.047),29 (15 -- -41)
Florida,43241 (26531 -- 65994),Likely increasing,1 (0.92 -- 1.2),0.013 (-0.023 -- 0.041),54 (17 -- -30)
Georgia,32828 (17994 -- 83981),Likely increasing,1.1 (0.96 -- 1.5),0.034 (-0.012 -- 0.13),20 (5.3 -- -60)
Guam,15 (3 -- 62),Unsure,0.64 (0.35 -- 1),-0.1 (-0.2 -- 0.0012),-6.7 (580 -- -3.4)
Hawaii,440 (273 -- 794),Unsure,1 (0.91 -- 1.2),0.0044 (-0.024 -- 0.052),160 (13 -- -29)
Idaho,4822 (3112 -- 6992),Unsure,0.96 (0.83 -- 1),-0.011 (-0.048 -- 0.0093),-65 (74 -- -14)
Illinois,29753 (15495 -- 55317),Unsure,0.93 (0.66 -- 1.2),-0.02 (-0.099 -- 0.048),-34 (15 -- -7)
Indiana,27133 (14951 -- 47561),Unsure,0.97 (0.74 -- 1.2),-0.0081 (-0.073 -- 0.041),-86 (17 -- -9.4)
Iowa,4080 (1664 -- 9586),Unsure,0.83 (0.53 -- 1.2),-0.048 (-0.14 -- 0.045),-14 (15 -- -5)
Kansas,14442 (3868 -- 35888),Likely increasing,1 (0.73 -- 1.2),0.012 (-0.077 -- 0.063),59 (11 -- -8.9)
Kentucky,13264 (8453 -- 21311),Unsure,0.99 (0.86 -- 1.1),-0.0029 (-0.038 -- 0.022),-240 (31 -- -18)
Louisiana,12622 (5203 -- 30435),Unsure,1 (0.75 -- 1.3),0.0066 (-0.072 -- 0.085),100 (8.1 -- -9.6)
Maine,2426 (1143 -- 5616),Likely increasing,1.2 (0.88 -- 1.7),0.059 (-0.034 -- 0.17),12 (4.1 -- -21)
Maryland,13071 (8184 -- 21745),Likely increasing,1.1 (0.89 -- 1.2),0.015 (-0.03 -- 0.066),46 (10 -- -23)
Massachusetts,30542 (19701 -- 52565),Increasing,1.1 (1 -- 1.2),0.032 (0.0025 -- 0.059),22 (12 -- 280)
Michigan,18329 (9098 -- 36563),Unsure,0.87 (0.68 -- 1.1),-0.036 (-0.093 -- 0.022),-19 (32 -- -7.4)
Minnesota,8117 (4373 -- 14984),Unsure,0.76 (0.58 -- 0.95),-0.069 (-0.12 -- -0.013),-10 (-53 -- -5.6)
Mississippi,10852 (6867 -- 17677),Increasing,1.1 (0.96 -- 1.2),0.024 (-0.012 -- 0.055),28 (13 -- -56)
Missouri,12996 (5294 -- 29908),Unsure,0.96 (0.73 -- 1.2),-0.012 (-0.078 -- 0.05),-57 (14 -- -8.9)
Montana,2705 (1556 -- 4790),Unsure,0.93 (0.79 -- 1.1),-0.02 (-0.061 -- 0.031),-35 (22 -- -11)
Nebraska,3652 (1782 -- 7251),Unsure,0.85 (0.65 -- 1.1),-0.043 (-0.1 -- 0.019),-16 (37 -- -6.9)
Nevada,12877 (7821 -- 20896),Likely increasing,1 (0.89 -- 1.1),0.0059 (-0.03 -- 0.04),120 (17 -- -23)
New Hampshire,5425 (2513 -- 12215),Likely increasing,1.1 (0.84 -- 1.4),0.029 (-0.046 -- 0.099),24 (7 -- -15)
New Jersey,20642 (12454 -- 35736),Unsure,1 (0.86 -- 1.1),-0.00011 (-0.039 -- 0.038),-6200 (18 -- -18)
New Mexico,7026 (3792 -- 14953),Unsure,0.96 (0.78 -- 1.3),-0.011 (-0.064 -- 0.076),-63 (9.1 -- -11)
New York,45398 (25116 -- 77589),Likely increasing,1 (0.77 -- 1.2),0.00062 (-0.066 -- 0.057),1100 (12 -- -11)
North Carolina,29240 (19150 -- 48773),Increasing,1.1 (1 -- 1.2),0.027 (0.005 -- 0.06),25 (12 -- 140)
North Dakota,1813 (923 -- 4010),Unsure,0.88 (0.7 -- 1.1),-0.033 (-0.087 -- 0.034),-21 (20 -- -8)
Northern Mariana Islands,1 (0 -- 14),Unsure,0.99 (0.65 -- 1.6),-0.0036 (-0.1 -- 0.16),-190 (4.3 -- -6.8)
Ohio,52257 (33007 -- 87816),Likely increasing,1 (0.91 -- 1.2),0.011 (-0.025 -- 0.056),65 (12 -- -28)
Oklahoma,13503 (6929 -- 31148),Unsure,1.1 (0.84 -- 1.5),0.015 (-0.044 -- 0.13),45 (5.3 -- -16)
Oregon,3897 (2273 -- 6562),Unsure,0.89 (0.72 -- 1),-0.032 (-0.081 -- 0.005),-22 (140 -- -8.6)
Pennsylvania,55663 (35609 -- 92500),Increasing,1.1 (0.97 -- 1.3),0.028 (-0.007 -- 0.073),25 (9.5 -- -99)
Puerto Rico,4186 (2134 -- 8439),Likely increasing,1 (0.87 -- 1.3),0.014 (-0.036 -- 0.067),51 (10 -- -19)
Rhode Island,8297 (4295 -- 14659),Likely increasing,1.1 (0.91 -- 1.2),0.02 (-0.025 -- 0.058),34 (12 -- -27)
South Carolina,14725 (9557 -- 24672),Likely increasing,1.1 (1 -- 1.3),0.038 (0.0078 -- 0.082),18 (8.5 -- 89)
South Dakota,2135 (1282 -- 3664),Unsure,0.9 (0.77 -- 1),-0.027 (-0.066 -- 0.013),-26 (53 -- -11)
Tennessee,38007 (24193 -- 70652),Increasing,1.1 (1 -- 1.3),0.025 (0.011 -- 0.068),27 (10 -- 63)
Texas,47402 (26358 -- 78264),Unsure,1 (0.86 -- 1.2),0.0085 (-0.039 -- 0.045),82 (16 -- -18)
US,829899 (546806 -- 1227220),Likely increasing,1.1 (0.87 -- 1.2),0.017 (-0.035 -- 0.054),42 (13 -- -20)
Utah,9161 (5533 -- 15892),Unsure,0.93 (0.79 -- 1.1),-0.019 (-0.06 -- 0.026),-37 (26 -- -11)
Vermont,514 (215 -- 1133),Unsure,1 (0.74 -- 1.3),-4e-04 (-0.075 -- 0.068),-1700 (10 -- -9.3)
Virgin Islands,155 (40 -- 822),Unsure,1.2 (0.79 -- 1.8),0.054 (-0.059 -- 0.21),13 (3.3 -- -12)
Virginia,19408 (12970 -- 30707),Increasing,1.1 (1 -- 1.2),0.03 (0.0059 -- 0.055),23 (13 -- 120)
Washington,14675 (7399 -- 30544),Unsure,1 (0.83 -- 1.3),0.007 (-0.049 -- 0.077),99 (9 -- -14)
West Virginia,4885 (3010 -- 8314),Likely increasing,1 (0.87 -- 1.2),0.0038 (-0.037 -- 0.044),180 (16 -- -19)
Wisconsin,14222 (7761 -- 29008),Unsure,0.94 (0.77 -- 1.2),-0.018 (-0.065 -- 0.048),-39 (14 -- -11)
Wyoming,991 (482 -- 2089),Unsure,0.82 (0.63 -- 1.1),-0.05 (-0.11 -- 0.019),-14 (36 -- -6.5)
