region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
New York,118809 (555 -- 14057100),118809,14820500,169933000,555,16429,57512,242947,803602,14057100,New confirmed cases by infection date,Unsure
US,25410 (2055 -- 248583),25410,67538,172193,2055,10520,18320,35843,61954,248583,New confirmed cases by infection date,Unsure
Ohio,24637 (3050 -- 221588),24637,81627,650644,3050,11370,18517,34408,60255,221588,New confirmed cases by infection date,Unsure
Massachusetts,19176 (296 -- 589468),19176,181694,1287980,296,4674,11257,31712,70213,589468,New confirmed cases by infection date,Unsure
Illinois,13406 (313 -- 388030),13406,102569,429994,313,3355,7936,22506,51947,388030,New confirmed cases by infection date,Unsure
Wisconsin,8838 (1554 -- 121188),8838,57418,717462,1554,3934,6405,13080,23170,121188,New confirmed cases by infection date,Unsure
Virginia,7860 (549 -- 205484),7860,70076,377798,549,3010,5392,11700,23959,205484,New confirmed cases by infection date,Unsure
Georgia,6995 (462 -- 118930),6995,30081,104697,462,2563,4741,9992,18251,118930,New confirmed cases by infection date,Unsure
Connecticut,6334 (152 -- 235736),6334,80944,493501,152,1646,4131,10801,25230,235736,New confirmed cases by infection date,Unsure
Pennsylvania,5966 (53 -- 264798),5966,89719,701717,53,1179,3296,9936,24646,264798,New confirmed cases by infection date,Unsure
Arizona,4888 (179 -- 34482),4888,11604,46556,179,1850,3581,6589,10720,34482,New confirmed cases by infection date,Unsure
Mississippi,4883 (860 -- 35738),4883,11875,36713,860,2452,3752,6235,10322,35738,New confirmed cases by infection date,Unsure
Texas,4717 (149 -- 74207),4717,30123,259407,149,1371,3138,7308,14447,74207,New confirmed cases by infection date,Unsure
Maryland,3785 (127 -- 81361),3785,36416,506130,127,1155,2407,5675,11232,81361,New confirmed cases by infection date,Unsure
Alabama,3697 (435 -- 40673),3697,95335,1589590,435,1734,2883,4941,8046,40673,New confirmed cases by infection date,Unsure
Louisiana,3520 (24 -- 173342),3520,64583,692374,24,624,1973,6279,16911,173342,New confirmed cases by infection date,Unsure
Minnesota,3454 (457 -- 45016),3454,12237,36700,457,1595,2545,4798,8492,45016,New confirmed cases by infection date,Unsure
Iowa,3139 (326 -- 20060),3139,6572,18012,326,1390,2351,4120,6497,20060,New confirmed cases by infection date,Unsure
California,2952 (96 -- 30969),2952,8218,20389,96,880,1883,4373,7887,30969,New confirmed cases by infection date,Unsure
Indiana,2207 (33 -- 43574),2207,15567,98043,33,532,1385,3485,7454,43574,New confirmed cases by infection date,Unsure
North Carolina,1843 (111 -- 23674),1843,6766,23219,111,737,1350,2766,5099,23674,New confirmed cases by infection date,Unsure
Nevada,1767 (133 -- 24619),1767,8334,61672,133,755,1298,2510,4236,24619,New confirmed cases by infection date,Unsure
Florida,1636 (22 -- 47402),1636,18743,146275,22,357,915,2758,6882,47402,New confirmed cases by infection date,Unsure
Tennessee,1413 (122 -- 13333),1413,5404,47342,122,696,1089,1841,3032,13333,New confirmed cases by infection date,Unsure
South Carolina,1113 (100 -- 14683),1113,7303,66811,100,462,793,1498,2743,14683,New confirmed cases by infection date,Unsure
Washington,1032 (54 -- 11098),1032,3527,21617,54,398,729,1460,2541,11098,New confirmed cases by infection date,Unsure
New Hampshire,1010 (8 -- 9553),1010,3653,26736,8,244,611,1469,2520,9553,New confirmed cases by infection date,Unsure
