Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,3697 (435 -- 40673),Unsure,1 (0.59 -- 1.6),0.0022 (-0.12 -- 0.16),310 (4.4 -- -5.8)
Alaska,0 (0 -- 16),Likely decreasing,0.4 (0.0011 -- 2),-0.19 (-0.38 -- 0.25),-3.7 (2.8 -- -1.8)
Arizona,4888 (179 -- 34482),Unsure,1 (0.38 -- 1.4),-0.00047 (-0.19 -- 0.096),-1500 (7.2 -- -3.6)
Arkansas,320 (10 -- 2671),Unsure,0.95 (0.41 -- 1.6),-0.013 (-0.18 -- 0.14),-53 (4.9 -- -3.8)
California,2952 (96 -- 30969),Unsure,0.62 (0.14 -- 1.2),-0.11 (-0.29 -- 0.066),-6.2 (10 -- -2.4)
Colorado,200 (0 -- 9305),Unsure,0.42 (0.024 -- 1.3),-0.18 (-0.36 -- 0.093),-3.9 (7.5 -- -1.9)
Connecticut,6334 (152 -- 235736),Unsure,0.78 (0.19 -- 2.4),-0.064 (-0.27 -- 0.34),-11 (2 -- -2.6)
Delaware,470 (16 -- 4858),Unsure,0.78 (0.24 -- 1.5),-0.063 (-0.24 -- 0.12),-11 (5.7 -- -2.9)
District of Columbia,905 (62 -- 12827),Unsure,0.87 (0.36 -- 1.9),-0.037 (-0.2 -- 0.22),-19 (3.1 -- -3.5)
Florida,1636 (22 -- 47402),Unsure,0.68 (0.11 -- 2),-0.091 (-0.3 -- 0.25),-7.6 (2.8 -- -2.3)
Georgia,6995 (462 -- 118930),Unsure,0.93 (0.36 -- 1.7),-0.018 (-0.2 -- 0.19),-38 (3.7 -- -3.5)
Guam,0 (0 -- 4),Likely decreasing,0.14 (3e-05 -- 2.7),-0.29 (-0.4 -- 0.39),-2.4 (1.8 -- -1.7)
Hawaii,0 (0 -- 15),Likely decreasing,0.33 (0.0013 -- 1.9),-0.21 (-0.39 -- 0.23),-3.3 (3 -- -1.8)
Idaho,63 (1 -- 1443),Unsure,0.87 (0.28 -- 1.7),-0.037 (-0.23 -- 0.18),-19 (3.8 -- -3)
Illinois,13406 (313 -- 388030),Unsure,0.63 (0.12 -- 1.7),-0.11 (-0.3 -- 0.19),-6.3 (3.6 -- -2.3)
Indiana,2207 (33 -- 43574),Unsure,0.69 (0.093 -- 1.9),-0.088 (-0.31 -- 0.22),-7.9 (3.2 -- -2.2)
Iowa,3139 (326 -- 20060),Unsure,0.97 (0.5 -- 1.4),-0.0072 (-0.15 -- 0.1),-97 (6.9 -- -4.6)
Kansas,15 (0 -- 1549),Unsure,0.5 (0.02 -- 1.9),-0.15 (-0.36 -- 0.22),-4.6 (3.2 -- -1.9)
Kentucky,285 (1 -- 7331),Unsure,0.74 (0.1 -- 1.8),-0.074 (-0.31 -- 0.2),-9.4 (3.4 -- -2.2)
Louisiana,3520 (24 -- 173342),Unsure,0.62 (0.084 -- 1.5),-0.11 (-0.32 -- 0.12),-6.1 (5.7 -- -2.2)
Maine,139 (4 -- 4213),Unsure,0.92 (0.36 -- 2),-0.021 (-0.2 -- 0.25),-32 (2.7 -- -3.5)
Maryland,3785 (127 -- 81361),Unsure,0.78 (0.22 -- 1.9),-0.063 (-0.25 -- 0.22),-11 (3.1 -- -2.7)
Massachusetts,19176 (296 -- 589468),Unsure,0.71 (0.14 -- 1.9),-0.085 (-0.29 -- 0.23),-8.1 (3 -- -2.4)
Michigan,527 (1 -- 62545),Unsure,0.39 (0.016 -- 2.3),-0.19 (-0.37 -- 0.33),-3.7 (2.1 -- -1.9)
Minnesota,3454 (457 -- 45016),Unsure,0.92 (0.46 -- 1.7),-0.024 (-0.16 -- 0.18),-29 (3.8 -- -4.2)
Mississippi,4883 (860 -- 35738),Unsure,1 (0.63 -- 1.5),0.00055 (-0.11 -- 0.12),1300 (5.6 -- -6.5)
Missouri,160 (0 -- 4903),Unsure,0.51 (0.04 -- 1.5),-0.15 (-0.35 -- 0.12),-4.7 (5.9 -- -2)
Montana,0 (0 -- 11),Likely decreasing,0.25 (0.00051 -- 2.1),-0.24 (-0.39 -- 0.28),-2.9 (2.5 -- -1.8)
Nebraska,559 (2 -- 6520),Unsure,0.96 (0.2 -- 1.5),-0.012 (-0.27 -- 0.14),-57 (5.1 -- -2.6)
Nevada,1767 (133 -- 24619),Unsure,1 (0.51 -- 1.9),0.0042 (-0.15 -- 0.23),170 (3.1 -- -4.7)
New Hampshire,1010 (8 -- 9553),Unsure,0.97 (0.25 -- 1.5),-0.0088 (-0.25 -- 0.12),-78 (5.9 -- -2.8)
New Jersey,644 (10 -- 41672),Unsure,0.32 (0.034 -- 1.5),-0.22 (-0.35 -- 0.13),-3.2 (5.5 -- -2)
New Mexico,912 (48 -- 8725),Unsure,0.85 (0.3 -- 1.5),-0.042 (-0.22 -- 0.14),-17 (5 -- -3.1)
New York,118809 (555 -- 14057100),Unsure,0.42 (0.033 -- 2.2),-0.18 (-0.35 -- 0.29),-3.9 (2.4 -- -2)
North Carolina,1843 (111 -- 23674),Unsure,0.82 (0.31 -- 1.5),-0.05 (-0.21 -- 0.12),-14 (5.6 -- -3.3)
North Dakota,274 (6 -- 3198),Unsure,1 (0.32 -- 1.8),0.0028 (-0.21 -- 0.21),250 (3.4 -- -3.2)
Northern Mariana Islands,0 (0 -- 15),Likely decreasing,0.3 (0.00029 -- 2),-0.22 (-0.4 -- 0.25),-3.1 (2.7 -- -1.8)
Ohio,24637 (3050 -- 221588),Unsure,1 (0.59 -- 1.6),0.012 (-0.12 -- 0.16),57 (4.2 -- -5.7)
Oklahoma,683 (52 -- 19446),Unsure,0.95 (0.5 -- 2.2),-0.013 (-0.15 -- 0.29),-53 (2.4 -- -4.7)
Oregon,82 (0 -- 1252),Unsure,0.78 (0.14 -- 1.5),-0.061 (-0.28 -- 0.11),-11 (6.1 -- -2.5)
Pennsylvania,5966 (53 -- 264798),Unsure,0.67 (0.12 -- 2),-0.095 (-0.3 -- 0.23),-7.3 (3 -- -2.3)
Puerto Rico,79 (1 -- 1045),Unsure,0.81 (0.3 -- 1.5),-0.054 (-0.22 -- 0.14),-13 (5.1 -- -3.1)
Rhode Island,512 (1 -- 301136),Unsure,0.82 (0.12 -- 4),-0.05 (-0.31 -- 0.65),-14 (1.1 -- -2.3)
South Carolina,1113 (100 -- 14683),Unsure,0.9 (0.48 -- 1.7),-0.027 (-0.16 -- 0.18),-26 (3.9 -- -4.4)
South Dakota,28 (0 -- 1429),Unsure,0.64 (0.044 -- 1.6),-0.1 (-0.34 -- 0.15),-6.7 (4.6 -- -2)
Tennessee,1413 (122 -- 13333),Unsure,1 (0.47 -- 1.6),0.00064 (-0.16 -- 0.15),1100 (4.6 -- -4.3)
Texas,4717 (149 -- 74207),Unsure,0.82 (0.21 -- 1.7),-0.051 (-0.26 -- 0.19),-13 (3.7 -- -2.7)
US,25410 (2055 -- 248583),Unsure,0.48 (0.12 -- 1.2),-0.16 (-0.3 -- 0.048),-4.4 (14 -- -2.3)
Utah,419 (29 -- 3119),Unsure,1 (0.51 -- 1.6),-0.00083 (-0.15 -- 0.14),-840 (4.9 -- -4.7)
Vermont,0 (0 -- 42),Likely decreasing,0.4 (0.0073 -- 1.5),-0.18 (-0.37 -- 0.15),-3.8 (4.7 -- -1.9)
Virgin Islands,0 (0 -- 121),Unsure,0.65 (0.013 -- 2.1),-0.1 (-0.37 -- 0.26),-6.8 (2.7 -- -1.9)
Virginia,7860 (549 -- 205484),Unsure,1.1 (0.48 -- 2.8),0.026 (-0.16 -- 0.42),26 (1.6 -- -4.5)
Washington,1032 (54 -- 11098),Unsure,0.89 (0.35 -- 1.8),-0.032 (-0.2 -- 0.2),-22 (3.5 -- -3.4)
West Virginia,28 (0 -- 806),Unsure,0.69 (0.059 -- 1.5),-0.092 (-0.33 -- 0.13),-7.6 (5.4 -- -2.1)
Wisconsin,8838 (1554 -- 121188),Unsure,1.1 (0.8 -- 2.1),0.024 (-0.056 -- 0.27),29 (2.6 -- -12)
Wyoming,51 (0 -- 3715),Unsure,0.99 (0.16 -- 2.5),-0.0025 (-0.28 -- 0.36),-270 (1.9 -- -2.5)
