Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1655 (694 -- 3634),Likely decreasing,0.9 (0.65 -- 1.1),-0.027 (-0.1 -- 0.016),-26 (43 -- -6.8)
Alaska,387 (132 -- 1638),Stable,0.97 (0.73 -- 1.4),-0.009 (-0.078 -- 0.099),-77 (7 -- -8.9)
Arizona,1439 (807 -- 3277),Likely decreasing,0.86 (0.73 -- 1.2),-0.039 (-0.077 -- 0.047),-18 (15 -- -9)
Arkansas,523 (290 -- 937),Decreasing,0.86 (0.74 -- 0.97),-0.04 (-0.074 -- -0.0077),-17 (-89 -- -9.4)
California,9170 (6055 -- 15502),Likely decreasing,0.94 (0.86 -- 1.1),-0.017 (-0.039 -- 0.017),-40 (42 -- -18)
Colorado,4180 (2671 -- 7580),Likely increasing,1 (0.92 -- 1.3),0.0096 (-0.023 -- 0.07),72 (9.9 -- -31)
Connecticut,7993 (4004 -- 20331),Likely increasing,1.2 (0.99 -- 1.6),0.05 (-0.0017 -- 0.15),14 (4.8 -- -400)
Delaware,1002 (636 -- 1599),Stable,1 (0.89 -- 1.1),0.0019 (-0.03 -- 0.038),360 (18 -- -23)
District of Columbia,519 (288 -- 1004),Stable,1 (0.84 -- 1.2),-3e-04 (-0.044 -- 0.048),-2300 (15 -- -16)
Florida,18937 (13268 -- 28567),Likely increasing,1 (0.96 -- 1.2),0.0092 (-0.01 -- 0.045),76 (15 -- -68)
Georgia,5145 (2922 -- 9827),Likely decreasing,0.93 (0.68 -- 1.2),-0.018 (-0.093 -- 0.044),-38 (16 -- -7.5)
Guam,12 (4 -- 94),Stable,1 (0.84 -- 1.7),0.0074 (-0.045 -- 0.19),94 (3.7 -- -15)
Hawaii,560 (320 -- 1040),Likely increasing,1.1 (0.94 -- 1.3),0.035 (-0.017 -- 0.089),20 (7.8 -- -41)
Idaho,1191 (371 -- 4361),Stable,1 (0.7 -- 1.4),0.0042 (-0.088 -- 0.1),170 (6.6 -- -7.9)
Illinois,10963 (7614 -- 16930),Increasing,1.1 (1 -- 1.3),0.04 (0.012 -- 0.082),17 (8.5 -- 58)
Indiana,3711 (2545 -- 5793),Likely increasing,1.1 (0.95 -- 1.2),0.017 (-0.013 -- 0.056),40 (12 -- -53)
Iowa,2272 (1452 -- 4215),Likely increasing,1.1 (0.97 -- 1.3),0.022 (-0.0073 -- 0.089),32 (7.8 -- -95)
Kansas,652 (161 -- 2081),Likely decreasing,0.89 (0.56 -- 1.1),-0.03 (-0.13 -- 0.038),-23 (18 -- -5.4)
Kentucky,1554 (938 -- 2457),Decreasing,0.9 (0.79 -- 0.96),-0.029 (-0.058 -- -0.012),-24 (-59 -- -12)
Louisiana,1590 (742 -- 4860),Likely decreasing,0.94 (0.8 -- 1.2),-0.016 (-0.058 -- 0.067),-44 (10 -- -12)
Maine,867 (401 -- 1791),Stable,1 (0.77 -- 1.3),0.0034 (-0.066 -- 0.067),210 (10 -- -11)
Maryland,5755 (3820 -- 9047),Likely increasing,1.1 (0.99 -- 1.3),0.03 (-0.0028 -- 0.069),23 (10 -- -250)
Massachusetts,10788 (7195 -- 17419),Likely increasing,1.1 (1 -- 1.3),0.033 (0.00042 -- 0.074),21 (9.3 -- 1700)
Michigan,32369 (21430 -- 50836),Increasing,1.3 (1.1 -- 1.5),0.073 (0.03 -- 0.12),9.4 (5.7 -- 23)
Minnesota,5834 (3864 -- 9104),Likely increasing,1.1 (0.98 -- 1.3),0.029 (-0.0066 -- 0.07),24 (10 -- -100)
Mississippi,769 (431 -- 1482),Likely decreasing,0.9 (0.79 -- 1),-0.029 (-0.061 -- 0.0044),-24 (160 -- -11)
Missouri,3223 (1896 -- 6034),Likely increasing,1.1 (0.92 -- 1.3),0.021 (-0.021 -- 0.079),33 (8.8 -- -32)
Montana,575 (320 -- 1130),Stable,0.99 (0.85 -- 1.1),-0.0033 (-0.042 -- 0.039),-210 (18 -- -16)
Nebraska,1010 (491 -- 2871),Stable,0.99 (0.83 -- 1.3),-0.0025 (-0.05 -- 0.075),-280 (9.2 -- -14)
Nevada,922 (528 -- 1808),Likely decreasing,0.94 (0.79 -- 1.2),-0.017 (-0.06 -- 0.06),-42 (12 -- -11)
New Hampshire,1921 (1101 -- 3256),Likely increasing,1.1 (0.88 -- 1.3),0.032 (-0.034 -- 0.083),22 (8.4 -- -20)
New Jersey,23508 (14691 -- 38729),Likely increasing,1 (0.94 -- 1.2),0.013 (-0.016 -- 0.044),55 (16 -- -43)
New Mexico,609 (416 -- 940),Likely decreasing,0.95 (0.87 -- 1.1),-0.013 (-0.035 -- 0.014),-54 (49 -- -20)
New York,40356 (24927 -- 87013),Likely increasing,1.1 (0.97 -- 1.3),0.021 (-0.0088 -- 0.092),33 (7.6 -- -79)
North Carolina,4462 (1928 -- 12446),Likely decreasing,0.91 (0.76 -- 1.2),-0.025 (-0.07 -- 0.04),-27 (17 -- -9.9)
North Dakota,700 (381 -- 1602),Likely increasing,1.2 (0.97 -- 1.5),0.044 (-0.0074 -- 0.14),16 (5 -- -94)
Northern Mariana Islands,2 (0 -- 12),Stable,0.99 (0.41 -- 1.3),-0.0029 (-0.18 -- 0.091),-240 (7.6 -- -3.9)
Ohio,8136 (5381 -- 13277),Likely increasing,1.1 (0.98 -- 1.2),0.022 (-0.0046 -- 0.062),31 (11 -- -150)
Oklahoma,966 (523 -- 2010),Likely decreasing,0.88 (0.76 -- 1),-0.035 (-0.067 -- 0.0081),-20 (85 -- -10)
Oregon,1408 (791 -- 2834),Likely increasing,1 (0.9 -- 1.3),0.0082 (-0.027 -- 0.067),84 (10 -- -26)
Pennsylvania,26944 (16752 -- 49024),Increasing,1.2 (1.1 -- 1.5),0.066 (0.024 -- 0.14),11 (5 -- 29)
Puerto Rico,1179 (521 -- 3057),Likely increasing,1.1 (0.85 -- 1.3),0.017 (-0.044 -- 0.092),42 (7.5 -- -16)
Rhode Island,1572 (753 -- 4018),Likely increasing,1 (0.83 -- 1.3),0.008 (-0.048 -- 0.076),87 (9.1 -- -14)
South Carolina,4640 (2818 -- 7949),Likely increasing,1 (0.86 -- 1.2),0.011 (-0.038 -- 0.063),60 (11 -- -18)
South Dakota,1060 (585 -- 2127),Likely increasing,1.1 (0.93 -- 1.4),0.028 (-0.021 -- 0.097),25 (7.1 -- -34)
Tennessee,3664 (1494 -- 10863),Likely decreasing,0.95 (0.71 -- 1.2),-0.015 (-0.084 -- 0.057),-45 (12 -- -8.2)
Texas,14342 (7644 -- 46591),Stable,0.97 (0.8 -- 1.6),-0.0078 (-0.057 -- 0.15),-89 (4.7 -- -12)
US,344805 (226822 -- 562907),Likely increasing,1.1 (0.99 -- 1.3),0.033 (-0.0039 -- 0.088),21 (7.9 -- -180)
Utah,1194 (876 -- 1704),Likely decreasing,0.96 (0.89 -- 1),-0.011 (-0.031 -- 0.011),-63 (61 -- -22)
Vermont,685 (441 -- 1216),Likely increasing,1.1 (0.98 -- 1.2),0.017 (-0.0064 -- 0.06),40 (11 -- -110)
Virgin Islands,49 (15 -- 2072),Likely increasing,1.1 (0.86 -- 3.9),0.023 (-0.039 -- 0.6),30 (1.1 -- -18)
Virginia,7533 (4631 -- 13088),Likely increasing,1.1 (0.93 -- 1.3),0.023 (-0.019 -- 0.072),30 (9.6 -- -37)
Washington,3444 (1189 -- 15206),Stable,1 (0.76 -- 1.5),0.0068 (-0.068 -- 0.13),100 (5.2 -- -10)
West Virginia,2330 (1476 -- 3784),Likely increasing,1.1 (0.99 -- 1.3),0.038 (-0.0038 -- 0.08),18 (8.7 -- -180)
Wisconsin,2750 (1564 -- 5321),Likely increasing,1 (0.91 -- 1.3),0.013 (-0.026 -- 0.07),55 (9.9 -- -27)
Wyoming,162 (67 -- 583),Likely decreasing,0.94 (0.77 -- 1.3),-0.015 (-0.066 -- 0.082),-46 (8.4 -- -10)
