region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,213213 (136034 -- 373760),213213,227661,75714,136034,176868,198490,228175,261462,373760,New confirmed cases by infection date,Likely increasing
Michigan,50462 (10624 -- 557661),50462,211583,1536980,10624,25498,39138,67234,112985,557661,New confirmed cases by infection date,Likely increasing
Illinois,31618 (14840 -- 85325),31618,39124,35929,14840,22780,27862,36074,44525,85325,New confirmed cases by infection date,Increasing
Texas,24143 (7669 -- 91631),24143,35538,56920,7669,15641,20161,28530,38478,91631,New confirmed cases by infection date,Unsure
Colorado,17598 (4689 -- 124840),17598,40148,103392,4689,9823,14004,23074,35061,124840,New confirmed cases by infection date,Likely increasing
New Jersey,13938 (4024 -- 123480),13938,44915,267231,4024,7973,11457,18000,28871,123480,New confirmed cases by infection date,Unsure
Ohio,11484 (1946 -- 55042),11484,18577,26729,1946,5921,9014,14884,21873,55042,New confirmed cases by infection date,Unsure
North Carolina,10367 (3887 -- 243077),10367,145923,1001510,3887,6572,8686,12882,18701,243077,New confirmed cases by infection date,Unsure
Minnesota,9316 (4288 -- 22424),9316,10811,6273,4288,6929,8326,10565,12943,22424,New confirmed cases by infection date,Likely increasing
Pennsylvania,8128 (3654 -- 30292),8128,13666,38380,3654,5808,7109,9402,12277,30292,New confirmed cases by infection date,Likely increasing
Tennessee,7608 (3326 -- 19788),7608,9368,7944,3326,5540,6788,8651,10750,19788,New confirmed cases by infection date,Likely increasing
Florida,7458 (2526 -- 46520),7458,18221,90006,2526,4931,6415,8905,12425,46520,New confirmed cases by infection date,Unsure
Indiana,7172 (2136 -- 16890),7172,8203,5620,2136,4810,6243,8271,10275,16890,New confirmed cases by infection date,Unsure
South Dakota,6413 (1382 -- 32459),6413,20884,258405,1382,3720,5259,7811,11095,32459,New confirmed cases by infection date,Likely increasing
New York,5752 (1209 -- 28709),5752,10229,27601,1209,3520,4816,6928,9937,28709,New confirmed cases by infection date,Unsure
