Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,3024 (293 -- 20523),Unsure,1 (0.51 -- 1.6),0.0091 (-0.15 -- 0.15),76 (4.7 -- -4.7)
Alaska,279 (16 -- 1953),Unsure,1 (0.41 -- 1.5),0.012 (-0.18 -- 0.12),57 (5.7 -- -3.8)
Arizona,1571 (38 -- 14619),Unsure,0.79 (0.21 -- 1.4),-0.06 (-0.26 -- 0.1),-12 (6.9 -- -2.6)
Arkansas,2947 (1067 -- 14010),Unsure,1 (0.83 -- 1.6),0.0053 (-0.05 -- 0.15),130 (4.6 -- -14)
California,4982 (2215 -- 13051),Likely decreasing,0.96 (0.81 -- 1.2),-0.011 (-0.055 -- 0.051),-66 (14 -- -13)
Colorado,17598 (4689 -- 124840),Likely increasing,1.3 (1 -- 2.1),0.085 (0.0059 -- 0.28),8.2 (2.5 -- 120)
Connecticut,3180 (834 -- 10616),Likely increasing,1.1 (0.78 -- 1.4),0.035 (-0.061 -- 0.098),20 (7.1 -- -11)
Delaware,433 (26 -- 2137),Unsure,1 (0.51 -- 1.3),0.00035 (-0.15 -- 0.076),2000 (9.1 -- -4.7)
District of Columbia,196 (27 -- 2247),Unsure,1 (0.66 -- 1.6),0.0075 (-0.097 -- 0.15),92 (4.7 -- -7.1)
Florida,7458 (2526 -- 46520),Unsure,0.97 (0.76 -- 1.5),-0.0073 (-0.067 -- 0.13),-95 (5.2 -- -10)
Georgia,4874 (1911 -- 18094),Unsure,1 (0.83 -- 1.3),4.9e-05 (-0.048 -- 0.081),14000 (8.5 -- -14)
Guam,256 (59 -- 1863),Unsure,1 (0.73 -- 1.5),0.003 (-0.075 -- 0.13),230 (5.4 -- -9.3)
Hawaii,0 (0 -- 60),Unsure,0.4 (0.024 -- 1.3),-0.19 (-0.35 -- 0.078),-3.7 (8.8 -- -2)
Idaho,1133 (85 -- 4353),Unsure,0.98 (0.43 -- 1.3),-0.0063 (-0.17 -- 0.082),-110 (8.4 -- -4)
Illinois,31618 (14840 -- 85325),Increasing,1.2 (1 -- 1.5),0.055 (0.0098 -- 0.14),13 (5.1 -- 71)
Indiana,7172 (2136 -- 16890),Unsure,1 (0.71 -- 1.2),0.0065 (-0.084 -- 0.063),110 (11 -- -8.3)
Iowa,4136 (1797 -- 13415),Likely increasing,1.1 (0.88 -- 1.3),0.021 (-0.032 -- 0.092),33 (7.5 -- -21)
Kansas,2016 (238 -- 11259),Unsure,0.99 (0.65 -- 1.3),-0.0019 (-0.1 -- 0.084),-370 (8.2 -- -6.7)
