date,confirm,region
2020-11-30,2295,Alabama
2020-12-01,3376,Alabama
2020-12-02,3928,Alabama
2020-12-03,3531,Alabama
2020-12-04,3840,Alabama
2020-12-05,3390,Alabama
2020-12-06,2288,Alabama
2020-12-07,2352,Alabama
2020-12-08,4436,Alabama
2020-12-09,3522,Alabama
2020-12-10,4735,Alabama
2020-12-11,3853,Alabama
2020-12-12,4066,Alabama
2020-12-13,2790,Alabama
2020-12-14,2264,Alabama
2020-12-15,3638,Alabama
2020-12-16,4107,Alabama
2020-12-17,4695,Alabama
2020-12-18,5348,Alabama
2020-12-19,4221,Alabama
2020-12-20,2548,Alabama
2020-12-21,2380,Alabama
2020-12-22,4979,Alabama
2020-12-23,4758,Alabama
2020-12-24,4232,Alabama
2020-12-25,3625,Alabama
2020-12-26,1032,Alabama
2020-12-27,2170,Alabama
2020-12-28,2269,Alabama
2020-12-29,3907,Alabama
2020-12-30,5016,Alabama
2020-12-31,4406,Alabama
2021-01-01,4521,Alabama
2021-01-02,3711,Alabama
2021-01-03,2476,Alabama
2021-01-04,2161,Alabama
2021-01-05,5498,Alabama
2021-01-06,4591,Alabama
2021-01-07,5046,Alabama
2021-01-08,5057,Alabama
2021-01-09,4863,Alabama
2021-01-10,2750,Alabama
2021-01-11,2100,Alabama
2021-01-12,3848,Alabama
2021-01-13,3147,Alabama
2021-01-14,3588,Alabama
2021-01-15,2945,Alabama
2021-01-16,3153,Alabama
2021-01-17,1917,Alabama
2021-01-18,1430,Alabama
2021-01-19,2515,Alabama
2021-01-20,3112,Alabama
2021-01-21,2881,Alabama
2021-01-22,3551,Alabama
2021-01-23,3355,Alabama
2021-01-24,1728,Alabama
2021-01-25,1839,Alabama
2021-01-26,2900,Alabama
2021-01-27,3177,Alabama
2021-01-28,3648,Alabama
2021-01-29,2848,Alabama
2021-01-30,0,Alabama
2021-01-31,4057,Alabama
2021-02-01,1221,Alabama
2021-02-02,2078,Alabama
2021-02-03,2118,Alabama
2021-02-04,2767,Alabama
2021-02-05,1496,Alabama
2021-02-06,1992,Alabama
2021-02-07,1112,Alabama
2021-02-08,925,Alabama
2021-02-09,1318,Alabama
2021-02-10,1401,Alabama
2021-02-11,1503,Alabama
2021-02-12,1097,Alabama
2021-02-13,1189,Alabama
2021-02-14,1075,Alabama
2021-02-15,674,Alabama
2021-02-16,883,Alabama
2021-02-17,679,Alabama
2021-02-18,1198,Alabama
2021-02-19,847,Alabama
2021-02-20,774,Alabama
2020-11-30,511,Alaska
2020-12-01,539,Alaska
2020-12-02,687,Alaska
2020-12-03,761,Alaska
2020-12-04,762,Alaska
2020-12-05,946,Alaska
2020-12-06,765,Alaska
2020-12-07,503,Alaska
2020-12-08,577,Alaska
2020-12-09,591,Alaska
2020-12-10,638,Alaska
2020-12-11,630,Alaska
2020-12-12,522,Alaska
2020-12-13,646,Alaska
2020-12-14,430,Alaska
2020-12-15,285,Alaska
2020-12-16,615,Alaska
2020-12-17,383,Alaska
2020-12-18,496,Alaska
2020-12-19,336,Alaska
2020-12-20,183,Alaska
2020-12-21,152,Alaska
2020-12-22,440,Alaska
2020-12-23,365,Alaska
2020-12-24,276,Alaska
2020-12-25,0,Alaska
2020-12-26,375,Alaska
2020-12-27,302,Alaska
2020-12-28,128,Alaska
2020-12-29,183,Alaska
2020-12-30,391,Alaska
2020-12-31,503,Alaska
2021-01-01,0,Alaska
2021-01-02,815,Alaska
2021-01-03,297,Alaska
2021-01-04,265,Alaska
2021-01-05,197,Alaska
2021-01-06,339,Alaska
2021-01-07,329,Alaska
2021-01-08,411,Alaska
2021-01-09,319,Alaska
2021-01-10,260,Alaska
2021-01-11,176,Alaska
2021-01-12,128,Alaska
2021-01-13,294,Alaska
2021-01-14,341,Alaska
2021-01-15,309,Alaska
2021-01-16,187,Alaska
2021-01-17,285,Alaska
2021-01-18,155,Alaska
2021-01-19,129,Alaska
2021-01-20,171,Alaska
2021-01-21,212,Alaska
2021-01-22,296,Alaska
