region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,240250 (126449 -- 504527),240250,274954,249637,126449,185821,217229,265683,315366,504527,New confirmed cases by infection date,Unsure
Texas,217912 (71443 -- 2077870),217912,636813,2242030,71443,131677,177696,271814,410721,2077870,New confirmed cases by infection date,Likely increasing
Florida,42156 (13436 -- 103632),42156,47697,31078,13436,27485,36046,47971,58454,103632,New confirmed cases by infection date,Unsure
Arizona,32641 (10676 -- 109566),32641,47795,159051,10676,21252,27329,38502,51745,109566,New confirmed cases by infection date,Likely increasing
Delaware,25935 (830 -- 1486060),25935,479739,2685970,830,5413,14149,45622,122384,1486060,New confirmed cases by infection date,Unsure
South Carolina,18096 (4820 -- 63203),18096,24710,25376,4820,11177,14829,22003,29819,63203,New confirmed cases by infection date,Likely increasing
California,15736 (6521 -- 33840),15736,17495,8969,6521,11830,14217,17444,21190,33840,New confirmed cases by infection date,Unsure
Georgia,12856 (1274 -- 107270),12856,27495,54592,1274,5605,9650,17260,27173,107270,New confirmed cases by infection date,Unsure
Alabama,9605 (2588 -- 53037),9605,23862,154062,2588,5484,7791,11954,17335,53037,New confirmed cases by infection date,Unsure
Louisiana,9228 (2047 -- 52959),9228,15975,25235,2047,5069,7351,11392,16291,52959,New confirmed cases by infection date,Unsure
Ohio,7454 (1650 -- 40089),7454,13583,41492,1650,4080,5938,9316,13780,40089,New confirmed cases by infection date,Unsure
North Carolina,6280 (1948 -- 28422),6280,9735,12395,1948,3841,5201,7654,10709,28422,New confirmed cases by infection date,Unsure
Mississippi,3781 (1147 -- 14186),3781,5277,5503,1147,2424,3184,4509,6151,14186,New confirmed cases by infection date,Unsure
Tennessee,3585 (1400 -- 10803),3585,4664,4400,1400,2537,3125,4127,5390,10803,New confirmed cases by infection date,Likely increasing
Idaho,3331 (238 -- 31271),3331,10093,62281,238,1366,2389,4524,7934,31271,New confirmed cases by infection date,Unsure
Missouri,3284 (689 -- 44169),3284,19280,114288,689,1611,2392,4652,8396,44169,New confirmed cases by infection date,Unsure
