Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,9605 (2588 -- 53037),Unsure,1.2 (0.88 -- 1.7),0.045 (-0.034 -- 0.17),15 (4.1 -- -21)
Alaska,134 (7 -- 7135),Unsure,1.1 (0.63 -- 2.8),0.038 (-0.11 -- 0.41),18 (1.7 -- -6.4)
Arizona,32641 (10676 -- 109566),Likely increasing,1.2 (0.91 -- 1.5),0.048 (-0.025 -- 0.13),14 (5.3 -- -28)
Arkansas,1307 (394 -- 6682),Unsure,1.1 (0.79 -- 1.5),0.015 (-0.058 -- 0.14),47 (5.1 -- -12)
California,15736 (6521 -- 33840),Unsure,1 (0.85 -- 1.2),0.011 (-0.043 -- 0.052),65 (13 -- -16)
Colorado,1588 (244 -- 14866),Unsure,1.1 (0.64 -- 1.8),0.03 (-0.1 -- 0.21),23 (3.3 -- -6.8)
Connecticut,137 (27 -- 759),Likely decreasing,0.84 (0.53 -- 1.2),-0.044 (-0.14 -- 0.053),-16 (13 -- -5)
Delaware,25935 (830 -- 1486060),Unsure,2 (0.76 -- 4.9),0.23 (-0.069 -- 0.8),3 (0.86 -- -10)
District of Columbia,43 (3 -- 162),Decreasing,0.85 (0.47 -- 1.1),-0.041 (-0.16 -- 0.028),-17 (25 -- -4.3)
Florida,42156 (13436 -- 103632),Unsure,1.2 (0.81 -- 1.4),0.043 (-0.052 -- 0.11),16 (6.4 -- -13)
Georgia,12856 (1274 -- 107270),Unsure,1.1 (0.54 -- 1.9),0.04 (-0.14 -- 0.23),17 (3 -- -5)
Hawaii,19 (0 -- 1508),Unsure,0.79 (0.046 -- 2),-0.061 (-0.34 -- 0.26),-11 (2.7 -- -2)
Idaho,3331 (238 -- 31271),Unsure,1.3 (0.59 -- 2.2),0.082 (-0.12 -- 0.3),8.5 (2.3 -- -5.8)
Illinois,2813 (874 -- 14989),Unsure,1.1 (0.8 -- 1.6),0.017 (-0.058 -- 0.16),41 (4.3 -- -12)
Indiana,1348 (547 -- 5176),Unsure,1 (0.83 -- 1.3),-0.00054 (-0.048 -- 0.091),-1300 (7.6 -- -14)
Iowa,1362 (75 -- 9797),Unsure,1 (0.38 -- 1.6),0.00095 (-0.19 -- 0.16),730 (4.4 -- -3.6)
Kansas,495 (171 -- 2556),Unsure,1.1 (0.85 -- 1.5),0.016 (-0.043 -- 0.12),44 (5.6 -- -16)
Kentucky,1380 (410 -- 7969),Unsure,1.1 (0.81 -- 1.5),0.015 (-0.053 -- 0.12),47 (5.9 -- -13)
Louisiana,9228 (2047 -- 52959),Unsure,1.2 (0.81 -- 1.7),0.047 (-0.054 -- 0.18),15 (3.9 -- -13)
Maine,33 (0 -- 367),Unsure,0.89 (0.1 -- 1.4),-0.03 (-0.3 -- 0.11),-23 (6.6 -- -2.3)
Maryland,1119 (425 -- 3894),Unsure,0.99 (0.8 -- 1.4),-0.0026 (-0.056 -- 0.1),-270 (6.9 -- -12)
Massachusetts,965 (478 -- 2674),Decreasing,0.9 (0.77 -- 1.1),-0.027 (-0.064 -- 0.038),-26 (18 -- -11)
